id,problem,solution
141,"[[4,null,1,null,6,null,null,7,5],[null,3,null,null,null,5,null,4,8],[7,null,null,null,null,8,9,null,null],[null,2,null,5,null,7,null,null,4],[null,6,null,null,null,9,null,null,null],[null,null,null,4,null,null,null,null,null],[null,null,null,null,null,null,6,null,null],[null,null,null,null,7,null,null,null,9],[8,4,6,null,null,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,8,5,4,6,1,3],[5,1,3,6,7,2,4,8,9],[8,4,6,3,9,1,5,2,7]]"
142,"[[null,8,1,null,6,null,2,7,null],[6,null,null,null,2,null,1,null,null],[7,null,null,null,null,null,null,null,null],[null,2,8,null,null,7,3,null,4],[null,null,null,2,null,null,null,null,null],[null,null,null,4,null,null,null,null,null],[null,9,null,null,null,4,null,null,3],[5,null,null,null,null,null,null,null,null],[null,null,6,null,null,1,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,8,5,4,6,1,3],[5,1,3,6,9,2,4,8,7],[8,4,6,3,7,1,5,2,9]]"
143,"[[4,null,null,9,null,3,null,null,5],[null,3,null,null,2,5,1,4,null],[7,5,null,null,null,null,null,3,null],[9,null,8,null,1,null,null,null,null],[null,6,4,null,null,null,null,null,1],[null,null,null,null,null,null,null,null,null],[null,null,null,8,null,null,null,null,null],[null,1,null,null,null,2,4,null,null],[null,null,3,null,9,null,5,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,8,5,4,6,1,3],[5,1,6,3,7,2,4,8,9],[8,4,3,6,9,1,5,2,7]]"
144,"[[null,8,1,null,6,null,null,null,5],[6,null,null,null,2,null,1,null,null],[null,null,null,null,null,null,9,3,null],[null,null,null,5,1,null,null,6,4],[null,null,4,null,null,9,null,5,null],[null,7,null,4,null,null,8,null,null],[2,null,7,null,null,null,6,null,null],[null,null,6,null,null,null,null,null,null],[null,4,null,null,null,null,null,2,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,8,5,4,6,1,3],[5,1,6,3,9,2,4,8,7],[8,4,3,6,7,1,5,2,9]]"
145,"[[4,null,null,null,6,null,2,null,5],[null,3,null,7,null,null,null,null,null],[7,null,null,null,null,null,9,null,null],[9,null,null,null,null,null,null,6,null],[null,6,null,null,null,9,null,null,1],[null,7,null,4,null,null,8,null,null],[null,null,null,null,null,1,4,null,null],[null,null,6,null,null,null,null,null,null],[5,null,3,null,7,null,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[8,4,6,3,9,2,5,1,7],[5,1,3,8,7,4,6,2,9]]"
146,"[[null,8,null,null,null,3,2,null,null],[6,null,null,null,null,null,1,4,null],[null,null,2,null,null,8,9,null,null],[null,null,null,null,null,7,3,null,4],[null,null,4,2,null,null,null,null,null],[null,7,null,null,null,null,null,null,null],[null,9,null,null,null,1,null,null,null],[null,null,6,null,null,null,5,null,9],[5,null,3,null,null,4,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[8,4,6,3,7,2,5,1,9],[5,1,3,8,9,4,6,2,7]]"
147,"[[null,null,null,null,null,null,null,null,null],[null,3,9,7,null,null,1,null,8],[null,null,null,null,null,null,9,null,6],[null,2,null,null,1,null,3,null,null],[null,null,4,null,null,null,7,null,null],[null,null,null,4,3,null,null,9,null],[null,null,7,6,null,null,null,8,null],[8,null,null,null,9,null,null,2,null],[5,null,null,null,null,2,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[8,1,6,3,9,4,5,2,7],[5,4,3,8,7,2,6,1,9]]"
148,"[[null,8,1,9,null,null,null,null,null],[null,null,null,null,null,null,null,null,null],[null,5,null,null,4,8,null,null,6],[null,null,8,5,null,null,null,null,4],[null,6,null,2,null,9,null,null,null],[null,null,null,null,3,null,null,9,2],[2,null,7,null,null,1,null,null,null],[null,null,null,null,null,null,5,null,null],[null,4,null,null,null,null,6,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[8,1,6,3,7,4,5,2,9],[5,4,3,8,9,2,6,1,7]]"
149,"[[null,null,null,null,null,null,null,null,5],[6,null,null,7,2,null,null,null,null],[null,5,2,1,null,null,null,3,null],[9,null,null,null,1,null,null,6,null],[3,null,null,2,null,null,7,null,null],[null,null,5,null,null,6,8,null,null],[null,null,null,null,null,null,null,null,3],[null,4,null,null,null,null,null,1,null],[null,null,null,3,null,null,null,2,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[5,4,3,8,9,2,6,1,7],[8,1,6,3,7,4,5,2,9]]"
150,"[[4,null,null,9,6,null,null,null,5],[null,null,null,null,null,5,1,null,null],[null,5,2,null,4,null,null,3,null],[null,2,null,null,null,null,null,6,4],[null,6,null,2,null,9,null,null,1],[null,null,null,null,null,null,null,null,null],[null,null,null,6,5,1,null,null,null],[null,null,null,null,7,2,null,null,9],[8,null,null,null,null,null,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[5,4,3,8,7,2,6,1,9],[8,1,6,3,9,4,5,2,7]]"
151,"[[null,null,null,null,null,null,2,7,null],[null,null,9,null,null,5,null,4,null],[null,5,null,null,null,null,null,null,null],[null,null,null,null,1,null,3,6,null],[3,null,null,2,null,null,null,null,1],[null,null,5,4,3,null,null,null,null],[null,9,7,null,null,1,null,8,null],[null,null,null,8,null,4,null,2,7],[null,4,null,3,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[5,1,3,8,9,4,6,2,7],[8,4,6,3,7,2,5,1,9]]"
152,"[[4,null,1,null,null,null,null,7,5],[null,null,null,null,null,null,null,null,8],[7,5,null,null,null,null,null,null,null],[null,null,8,null,null,7,null,null,null],[null,6,null,null,null,null,null,null,null],[1,null,null,4,null,6,null,null,null],[2,null,null,null,5,1,4,null,null],[null,null,null,null,7,null,6,null,9],[null,null,6,3,null,2,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,9,7,6,5,1,4,8,3],[5,1,3,8,7,4,6,2,9],[8,4,6,3,9,2,5,1,7]]"
153,"[[null,8,null,null,null,null,2,null,null],[6,3,null,null,null,5,1,4,null],[null,null,null,1,4,null,null,null,null],[9,null,null,null,null,null,null,6,null],[null,null,4,null,null,null,7,null,null],[null,null,5,null,null,6,null,null,2],[5,1,null,null,null,null,4,8,null],[null,null,null,3,9,null,null,null,null],[2,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,6,7,2,4,8,9],[8,4,6,3,9,1,5,2,7],[2,9,7,8,5,4,6,1,3]]"
154,"[[null,null,null,9,null,3,null,null,null],[null,3,null,7,2,null,1,null,null],[null,null,null,null,null,8,null,null,6],[null,null,null,null,1,7,null,null,null],[null,null,4,2,8,null,null,5,null],[null,null,5,null,null,null,null,9,null],[5,null,null,null,null,null,null,null,9],[2,null,null,null,null,4,6,null,null],[8,null,null,3,null,null,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,6,7,2,4,8,9],[2,9,7,8,5,4,6,1,3],[8,4,6,3,9,1,5,2,7]]"
155,"[[null,null,null,9,6,3,2,null,null],[null,null,null,null,null,5,null,4,null],[null,null,null,null,4,null,null,null,6],[null,null,null,5,null,7,3,null,4],[null,6,null,2,null,null,null,null,null],[1,null,null,null,null,null,null,null,null],[null,null,3,null,9,null,null,null,null],[2,null,null,null,null,4,null,1,null],[8,null,null,null,null,null,5,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,6,9,2,4,8,7],[2,9,7,8,5,4,6,1,3],[8,4,6,3,7,1,5,2,9]]"
156,"[[4,null,null,null,null,3,2,null,null],[null,null,null,7,null,null,null,null,null],[null,5,null,null,null,null,9,null,null],[9,null,null,null,1,null,null,null,4],[3,null,null,2,8,null,null,5,null],[null,null,null,null,3,null,null,null,null],[null,1,null,6,null,null,4,null,null],[null,null,null,null,null,null,null,1,3],[null,null,null,null,5,null,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,6,9,2,4,8,7],[2,9,6,8,7,4,5,1,3],[8,4,7,3,5,1,6,2,9]]"
157,"[[null,null,null,9,null,3,2,null,null],[null,3,null,7,null,5,null,null,8],[null,null,null,null,4,null,null,null,null],[null,null,8,5,null,null,null,null,null],[null,null,null,2,8,null,7,5,null],[1,null,null,null,null,null,null,null,null],[null,null,null,null,null,null,4,null,null],[null,4,null,3,null,1,null,null,9],[2,null,6,null,7,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,6,9,2,4,8,7],[8,4,7,3,5,1,6,2,9],[2,9,6,8,7,4,5,1,3]]"
158,"[[4,null,null,null,6,null,null,null,null],[null,null,null,null,2,5,null,null,8],[null,null,null,1,null,null,9,null,null],[null,null,null,5,null,7,null,null,4],[null,6,null,null,null,9,null,5,null],[null,7,null,null,null,null,null,9,null],[5,null,3,null,null,null,null,null,7],[8,4,null,null,null,null,null,null,null],[2,null,null,null,null,4,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,6,9,2,4,8,7],[8,4,6,3,7,1,5,2,9],[2,9,7,8,5,4,6,1,3]]"
159,"[[4,null,null,9,6,null,null,null,null],[null,null,null,null,null,null,1,null,8],[null,5,2,null,null,null,null,null,null],[9,null,null,null,null,7,3,null,null],[null,6,4,null,null,9,null,5,null],[null,7,null,4,null,null,null,null,2],[null,1,null,8,null,null,null,null,7],[null,null,null,6,5,1,null,null,null],[8,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,9,4,6,2,7],[2,9,7,6,5,1,4,8,3],[8,4,6,3,7,2,5,1,9]]"
160,"[[4,null,null,9,null,null,null,null,null],[6,null,9,null,null,5,null,null,8],[null,null,null,null,null,null,9,3,null],[null,2,null,null,null,null,null,null,null],[3,null,null,null,8,null,null,null,null],[null,7,null,4,3,null,null,null,2],[null,1,null,null,null,null,null,2,null],[null,null,6,null,7,null,null,null,null],[8,null,7,6,null,null,null,1,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,9,4,6,2,7],[2,4,6,3,7,1,5,8,9],[8,9,7,6,5,2,4,1,3]]"
161,"[[null,null,1,null,6,3,null,null,null],[null,null,null,null,null,5,1,null,null],[7,null,2,null,null,null,9,null,6],[null,null,null,null,1,null,null,null,null],[null,6,null,null,8,9,null,5,null],[null,7,null,null,null,6,null,null,2],[null,null,null,null,null,null,null,2,null],[8,9,null,null,5,null,null,null,3],[null,null,null,null,null,1,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,9,4,6,2,7],[8,9,7,6,5,2,4,1,3],[2,4,6,3,7,1,5,8,9]]"
162,"[[null,null,null,9,null,null,null,7,null],[6,3,null,null,null,null,1,null,null],[null,null,2,null,null,8,null,null,null],[null,null,null,5,null,7,null,null,4],[3,null,null,null,null,null,null,null,null],[1,null,null,null,3,null,null,null,null],[null,null,null,8,null,4,null,null,7],[null,4,null,null,null,null,5,1,null],[null,9,7,null,null,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,9,4,6,2,7],[8,4,6,3,7,2,5,1,9],[2,9,7,6,5,1,4,8,3]]"
163,"[[null,null,1,9,null,null,2,null,null],[null,null,9,null,null,5,null,4,null],[7,null,null,null,4,null,null,null,null],[9,null,null,null,null,null,null,6,null],[null,6,null,null,8,null,7,null,null],[1,null,5,null,3,null,null,null,null],[5,null,null,null,null,null,null,null,9],[8,null,null,null,5,null,null,null,7],[null,null,null,6,null,1,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[8,9,6,3,5,2,4,1,7],[2,4,7,6,9,1,5,8,3]]"
164,"[[4,8,null,9,null,null,null,null,null],[null,null,null,null,null,5,1,4,null],[null,null,null,null,null,null,null,null,6],[null,null,null,5,null,7,3,null,null],[3,6,4,2,null,null,7,null,null],[1,null,null,null,null,6,null,null,null],[null,null,null,null,null,null,null,2,9],[null,null,7,null,null,null,null,null,null],[null,4,6,null,9,null,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[8,9,7,6,5,2,4,1,3],[2,4,6,3,9,1,5,8,7]]"
165,"[[null,8,null,null,6,null,2,7,null],[null,null,9,null,null,null,1,null,null],[7,null,null,null,null,null,null,3,6],[null,2,null,null,1,7,null,null,null],[null,6,null,null,null,null,7,5,null],[null,null,5,null,null,null,null,null,2],[null,null,3,8,null,4,null,null,null],[null,null,null,null,null,null,null,null,null],[null,null,null,3,5,1,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[8,4,7,6,9,2,5,1,3],[2,9,6,3,5,1,4,8,7]]"
166,"[[null,null,1,null,6,3,null,null,null],[null,3,null,null,null,null,null,null,null],[null,5,2,null,4,null,9,null,6],[null,2,null,null,null,7,null,null,null],[null,6,null,null,8,null,null,5,null],[1,7,null,null,null,null,null,null,null],[null,null,null,8,null,4,6,null,9],[8,null,null,null,null,null,null,null,7],[null,null,null,null,5,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[8,4,6,3,9,2,5,1,7],[2,9,7,6,5,1,4,8,3]]"
167,"[[null,null,null,null,6,null,2,7,null],[6,3,null,null,null,5,null,4,null],[null,null,null,1,null,null,null,3,null],[9,null,null,5,null,null,null,null,null],[3,6,null,null,null,null,null,null,1],[1,7,null,null,null,6,null,null,null],[null,null,null,8,null,null,6,null,9],[null,null,null,3,5,null,null,null,7],[null,4,null,null,null,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[2,9,6,3,5,1,4,8,7],[8,4,7,6,9,2,5,1,3]]"
168,"[[null,null,null,null,null,3,null,null,null],[6,null,null,null,null,5,null,null,8],[null,null,2,1,4,null,null,null,6],[null,null,null,5,1,null,null,6,4],[3,6,null,2,null,null,7,null,null],[null,null,5,4,null,null,null,null,null],[5,null,3,null,null,null,null,2,null],[null,9,null,null,null,1,null,null,null],[8,null,null,null,null,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[2,9,7,6,5,1,4,8,3],[8,4,6,3,9,2,5,1,7]]"
169,"[[null,8,1,null,null,null,null,null,null],[6,null,null,null,null,null,null,null,8],[null,null,null,null,4,null,null,null,null],[null,null,8,5,null,7,3,null,null],[null,null,4,null,8,null,7,null,null],[1,null,null,null,3,null,null,9,null],[null,null,null,null,null,4,null,2,9],[2,null,null,null,null,null,null,null,null],[null,null,null,6,5,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[2,4,6,3,9,1,5,8,7],[8,9,7,6,5,2,4,1,3]]"
170,"[[null,null,null,9,null,null,2,null,null],[null,null,null,7,null,5,null,null,null],[7,null,2,null,4,null,null,3,null],[null,null,null,null,null,null,null,null,4],[3,null,null,null,null,null,null,5,1],[null,null,null,null,null,6,8,null,null],[5,1,null,null,null,null,6,2,null],[null,4,null,null,9,null,null,null,null],[8,null,6,null,null,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,3,8,7,4,6,2,9],[2,4,7,6,9,1,5,8,3],[8,9,6,3,5,2,4,1,7]]"
171,"[[null,null,null,null,null,null,null,null,5],[null,3,9,7,null,null,null,null,null],[null,null,2,null,4,null,null,3,null],[9,null,null,null,null,null,null,null,4],[null,6,null,null,8,null,null,null,null],[1,null,5,null,null,6,null,null,2],[null,null,null,3,null,2,null,null,null],[8,null,null,null,9,1,5,null,7],[null,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,6,3,7,2,4,8,9],[8,4,3,6,9,1,5,2,7],[2,9,7,8,5,4,6,1,3]]"
172,"[[4,null,1,null,null,3,2,null,null],[null,3,null,7,null,5,null,null,null],[null,null,null,null,4,null,null,null,null],[null,2,null,5,null,null,null,null,4],[null,null,4,null,8,null,7,null,1],[null,7,null,null,3,null,null,null,null],[null,null,6,null,null,null,null,null,null],[null,null,null,null,9,1,null,null,null],[null,null,null,8,null,4,null,1,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,6,3,7,2,4,8,9],[8,4,7,6,9,1,5,2,3],[2,9,3,8,5,4,6,1,7]]"
173,"[[null,8,null,null,6,null,2,null,null],[null,3,9,7,null,null,1,null,null],[7,null,null,null,null,8,null,3,null],[9,null,null,null,null,null,null,null,null],[null,null,4,2,8,null,null,null,null],[null,null,5,null,null,6,null,9,2],[null,null,6,null,7,2,null,null,null],[null,null,null,null,null,4,null,1,7],[null,null,null,null,null,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,6,3,7,2,4,8,9],[2,9,3,8,5,4,6,1,7],[8,4,7,6,9,1,5,2,3]]"
174,"[[null,8,null,null,null,3,null,null,null],[6,null,null,7,null,null,null,4,8],[null,null,2,1,null,null,null,null,6],[9,null,null,null,1,null,3,null,null],[null,null,4,null,8,null,null,5,null],[null,7,null,null,null,null,null,null,null],[null,null,null,null,null,null,null,8,null],[2,9,null,null,5,null,null,null,null],[null,4,3,null,9,null,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,6,3,7,2,4,8,9],[2,9,7,8,5,4,6,1,3],[8,4,3,6,9,1,5,2,7]]"
175,"[[4,null,null,9,null,3,null,null,null],[null,null,null,null,2,null,null,null,8],[null,null,2,1,null,null,null,null,null],[null,2,8,5,null,null,3,null,null],[null,6,null,null,8,null,null,null,null],[null,null,null,4,null,null,null,null,null],[5,null,null,null,9,null,4,null,null],[null,null,3,null,null,1,null,2,9],[null,null,7,null,5,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,6,3,9,2,4,8,7],[8,4,3,6,7,1,5,2,9],[2,9,7,8,5,4,6,1,3]]"
176,"[[null,8,null,null,6,null,null,null,null],[null,3,null,null,null,null,1,4,8],[7,null,2,null,4,null,null,null,null],[null,null,null,null,null,7,3,null,4],[null,null,null,2,null,9,null,5,null],[null,null,null,null,3,null,null,null,null],[null,null,6,null,null,2,null,null,null],[null,9,null,null,null,null,null,null,3],[null,null,null,6,7,null,5,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,6,3,9,2,4,8,7],[2,9,7,8,5,4,6,1,3],[8,4,3,6,7,1,5,2,9]]"
177,"[[null,null,null,9,null,null,2,null,null],[6,null,null,null,null,5,null,null,null],[7,null,null,null,null,null,null,3,null],[null,2,null,null,1,null,3,6,null],[null,null,null,null,null,null,null,5,null],[null,7,null,null,3,null,8,null,2],[null,null,null,null,null,4,null,2,3],[null,null,null,6,7,null,null,null,null],[8,9,null,3,null,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,7,8,9,4,6,2,3],[2,4,3,6,7,1,5,8,9],[8,9,6,3,5,2,4,1,7]]"
178,"[[null,8,1,null,6,3,null,null,null],[null,null,null,null,null,null,null,4,null],[null,null,null,null,null,null,9,null,null],[null,null,null,null,1,7,null,6,null],[null,6,null,null,null,null,7,5,null],[1,null,5,4,null,null,null,null,null],[null,1,null,null,9,null,null,null,3],[2,null,null,null,7,null,null,8,null],[8,null,3,null,null,2,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,7,8,9,4,6,2,3],[2,4,6,3,7,1,5,8,9],[8,9,3,6,5,2,4,1,7]]"
179,"[[4,null,1,null,null,3,null,null,null],[null,null,null,null,2,5,null,null,null],[null,null,2,null,null,null,null,null,null],[9,null,null,null,null,null,null,6,null],[3,null,4,2,null,9,null,5,null],[1,7,null,4,null,null,8,null,null],[5,null,7,null,9,null,null,2,null],[null,9,null,3,null,null,4,null,null],[null,null,null,null,null,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[5,1,7,8,9,4,6,2,3],[2,9,6,3,5,1,4,8,7],[8,4,3,6,7,2,5,1,9]]"
